Time;Type;Volume;Symbol;Price;Volume;Time;Price;Commission;Swap;Profit
2025.09.24 23:00:00;Sell;0.02;XAUUSD;3730.13;0.02;2025.09.25 04:39:01;3739.76;-0.14;1.7;-19.26
2025.09.25 03:15:00;Sell;0.02;XAUUSD;3750.05;0.02;2025.09.25 04:39:00;3739.78;-0.14;;20.54
2025.09.25 03:05:00;Sell;0.02;XAUUSD;3746.16;0.02;2025.09.25 04:39:00;3739.76;-0.14;;12.8
2025.09.25 01:21:00;Sell;0.02;XAUUSD;3742.92;0.02;2025.09.25 04:39:00;3739.58;-0.14;;6.68
2025.09.22 22:06:00;Buy;0.02;XAUUSD;3748.1;0.02;2025.09.22 22:39:00;3746.22;-0.14;;-3.76
2025.09.22 22:29:00;Buy;0.02;XAUUSD;3743.99;0.02;2025.09.22 22:39:00;3746.47;-0.14;;4.96
2025.09.22 22:23:00;Buy;0.02;XAUUSD;3746.06;0.02;2025.09.22 22:39:00;3746.64;-0.14;;1.16
2025.09.22 22:00:00;Buy;0.02;XAUUSD;3747.71;0.02;2025.09.22 22:02:00;3748.25;-0.14;;1.08
2025.09.22 22:00:00;Buy;0.02;XAUUSD;3747.74;0.02;2025.09.22 22:02:00;3748.34;-0.14;;1.2
2025.09.22 03:56:00;Buy;0.02;XAUUSD;3688.25;0.02;2025.09.22 04:00:03;3690.8;-0.14;;5.1
2025.09.22 03:45:01;Buy;0.02;XAUUSD;3689.73;0.02;2025.09.22 04:00:00;3690.64;-0.14;;1.8199999999999998
2025.09.22 03:15:00;Buy;0.02;XAUUSD;3690.75;0.02;2025.09.22 03:33:01;3690.73;-0.14;;-0.04
2025.09.22 03:23:00;Buy;0.02;XAUUSD;3688.96;0.02;2025.09.22 03:33:00;3690.66;-0.14;;3.4
2025.09.19 22:30:00;Buy;0.02;XAUUSD;3683.83;0.02;2025.09.19 22:48:00;3683.6;-0.14;;-0.46
2025.09.19 22:35:00;Buy;0.02;XAUUSD;3681.83;0.02;2025.09.19 22:48:00;3683.6;-0.14;;3.54
2025.09.19 22:30:00;Buy;0.02;XAUUSD;3683.9;0.02;2025.09.19 22:48:00;3683.53;-0.14;;-0.74
2025.09.19 22:31:00;Buy;0.02;XAUUSD;3682.25;0.02;2025.09.19 22:48:00;3683.55;-0.14;;2.6
2025.09.19 22:15:00;Buy;0.02;XAUUSD;3683.63;0.02;2025.09.19 22:24:06;3684.19;-0.14;;1.12
2025.09.19 22:00:00;Buy;0.02;XAUUSD;3683.75;0.02;2025.09.19 22:13:00;3684.33;-0.14;;1.16
2025.09.19 22:00:00;Buy;0.02;XAUUSD;3683.77;0.02;2025.09.19 22:13:00;3684.34;-0.14;;1.1400000000000001
2025.09.18 23:33:00;Buy;0.02;XAUUSD;3644.85;0.02;2025.09.19 04:05:00;3644.21;-0.14;-1.1;-1.28
2025.09.18 23:00:00;Buy;0.02;XAUUSD;3646.95;0.02;2025.09.19 04:05:00;3644.12;-0.14;-1.1;-5.66
2025.09.19 03:35:00;Buy;0.02;XAUUSD;3637.01;0.02;2025.09.19 04:05:00;3644;-0.14;;13.98
2025.09.19 02:33:00;Buy;0.02;XAUUSD;3638.58;0.02;2025.09.19 04:05:00;3644.12;-0.14;;11.08
2025.09.19 01:57:00;Buy;0.02;XAUUSD;3640.04;0.02;2025.09.19 04:05:00;3644.04;-0.14;;8
2025.09.19 01:28:00;Buy;0.02;XAUUSD;3641.88;0.02;2025.09.19 04:05:00;3644.02;-0.14;;4.28
2025.09.19 01:05:00;Buy;0.02;XAUUSD;3643.49;0.02;2025.09.19 04:05:00;3644.04;-0.14;;1.1
2025.09.15 22:45:04;Buy;0.02;XAUUSD;3682.02;0.02;2025.09.15 22:50:02;3682.48;-0.14;;0.92
2025.09.15 22:15:01;Buy;0.02;XAUUSD;3680.13;0.02;2025.09.15 22:35:04;3680.9;-0.14;;1.54
2025.09.15 22:00:06;Buy;0.02;XAUUSD;3676.95;0.02;2025.09.15 22:04:00;3677.81;-0.14;;1.72
2025.09.15 19:45:00;Buy;0.02;XAUUSD;3679.02;0.02;2025.09.15 19:49:00;3678.65;-0.14;;-0.74
2025.09.15 19:46:00;Buy;0.02;XAUUSD;3676.62;0.02;2025.09.15 19:49:00;3678.5;-0.14;;3.76
2025.09.15 19:30:02;Buy;0.02;XAUUSD;3684.27;0.02;2025.09.15 19:34:00;3685.17;-0.14;;1.8
2025.09.15 19:15:00;Buy;0.02;XAUUSD;3681.03;0.02;2025.09.15 19:21:00;3681.73;-0.14;;1.4
2025.09.15 19:00:00;Buy;0.02;XAUUSD;3680.53;0.02;2025.09.15 19:06:03;3680.48;-0.14;;-0.1
2025.09.15 19:01:01;Buy;0.02;XAUUSD;3677.89;0.02;2025.09.15 19:06:01;3680.49;-0.14;;5.2
2025.09.05 19:30:00;Buy;0.02;XAUUSD;3599.93;0.02;2025.09.05 19:51:00;3597.51;-0.14;;-4.84
2025.09.05 19:40:00;Buy;0.02;XAUUSD;3594.24;0.02;2025.09.05 19:51:00;3597.45;-0.14;;6.42
2025.09.05 19:36:00;Buy;0.02;XAUUSD;3596.84;0.02;2025.09.05 19:51:00;3597.52;-0.14;;1.3599999999999999
2025.09.05 19:15:00;Buy;0.02;XAUUSD;3597.4;0.02;2025.09.05 19:19:00;3597.94;-0.14;;1.08
2025.09.05 19:00:00;Buy;0.02;XAUUSD;3592.27;0.02;2025.09.05 19:03:00;3592.9;-0.14;;1.26
2025.09.03 19:00:00;Buy;0.02;XAUUSD;3564.17;0.02;2025.09.03 19:08:00;3564.91;-0.14;;1.48
2025.09.02 22:54:00;Buy;0.02;XAUUSD;3534.7;0.02;2025.09.03 03:20:00;3534.13;-0.14;-1.1;-1.1400000000000001
2025.09.02 22:53:00;Buy;0.02;XAUUSD;3538.43;0.02;2025.09.03 03:20:00;3534.14;-0.14;-1.1;-8.58
2025.09.02 22:42:00;Buy;0.02;XAUUSD;3539.76;0.02;2025.09.03 03:20:00;3534.19;-0.14;-1.1;-11.14
2025.09.03 02:37:00;Buy;0.02;XAUUSD;3527.16;0.02;2025.09.03 03:20:00;3534.14;-0.14;;13.96
2025.09.03 02:13:00;Buy;0.02;XAUUSD;3528.7;0.02;2025.09.03 03:20:00;3534.15;-0.14;;10.9
2025.09.03 01:37:00;Buy;0.02;XAUUSD;3530.8;0.02;2025.09.03 03:20:00;3534.21;-0.14;;6.82
2025.09.03 01:02:00;Buy;0.02;XAUUSD;3532.24;0.02;2025.09.03 03:20:00;3534.2;-0.14;;3.92
2025.09.02 22:36:00;Buy;0.02;XAUUSD;3538.22;0.02;2025.09.02 22:37:00;3539.23;-0.14;;2.02
2025.09.02 22:30:00;Buy;0.02;XAUUSD;3536.78;0.02;2025.09.02 22:32:00;3537.56;-0.14;;1.56
2025.09.02 22:30:00;Buy;0.02;XAUUSD;3536.67;0.02;2025.09.02 22:32:00;3537.32;-0.14;;1.3
2025.09.02 22:15:00;Buy;0.02;XAUUSD;3535.98;0.02;2025.09.02 22:17:00;3536.62;-0.14;;1.28
2025.09.02 22:00:00;Buy;0.02;XAUUSD;3528.76;0.02;2025.09.02 22:03:00;3529.92;-0.14;;2.32
2025.09.02 19:45:00;Buy;0.02;XAUUSD;3526.31;0.02;2025.09.02 19:48:00;3526.82;-0.14;;1.02
2025.09.02 19:30:00;Buy;0.02;XAUUSD;3525.09;0.02;2025.09.02 19:33:00;3525.72;-0.14;;1.26
2025.09.02 19:16:00;Buy;0.02;XAUUSD;3524.99;0.02;2025.09.02 19:27:00;3524.65;-0.14;;-0.68
2025.09.02 19:15:00;Buy;0.02;XAUUSD;3526.43;0.02;2025.09.02 19:27:00;3524.72;-0.14;;-3.42
2025.09.02 19:21:00;Buy;0.02;XAUUSD;3521.25;0.02;2025.09.02 19:27:00;3524.67;-0.14;;6.84
2025.09.02 19:17:00;Buy;0.02;XAUUSD;3523.19;0.02;2025.09.02 19:27:00;3524.72;-0.14;;3.06
2025.08.29 22:30:00;Buy;0.02;XAUUSD;3444.27;0.02;2025.08.29 22:34:00;3445.26;-0.14;;1.98
2025.08.29 22:15:00;Buy;0.02;XAUUSD;3444.24;0.02;2025.08.29 22:18:00;3444.98;-0.14;;1.48
2025.08.29 22:00:00;Buy;0.02;XAUUSD;3443.23;0.02;2025.08.29 22:06:00;3443.82;-0.14;;1.18
2025.08.29 19:45:00;Buy;0.02;XAUUSD;3447.32;0.02;2025.08.29 19:55:00;3448.08;-0.14;;1.52
2025.08.29 19:30:00;Buy;0.02;XAUUSD;3445.84;0.02;2025.08.29 19:31:00;3446.36;-0.14;;1.04
2025.08.29 19:20:00;Buy;0.02;XAUUSD;3442.7;0.02;2025.08.29 19:21:00;3444.82;-0.14;;4.24
2025.08.29 19:15:00;Buy;0.02;XAUUSD;3444.53;0.02;2025.08.29 19:21:00;3444.55;-0.14;;0.04
2025.08.29 19:00:00;Buy;0.02;XAUUSD;3445.82;0.02;2025.08.29 19:02:00;3446.31;-0.14;;0.98
2025.08.28 22:30:00;Buy;0.02;XAUUSD;3419.59;0.02;2025.08.28 22:47:00;3420.16;-0.14;;1.1400000000000001
2025.08.27 22:00:00;Buy;0.02;XAUUSD;3394.66;0.02;2025.08.27 22:05:00;3395.41;-0.14;;1.5
2025.08.26 23:54:00;Buy;0.02;XAUUSD;3392.85;0.02;2025.08.27 01:34:00;3391.59;-0.14;-1.06;-2.52
2025.08.27 01:16:00;Buy;0.02;XAUUSD;3389.19;0.02;2025.08.27 01:34:00;3391.59;-0.14;;4.8
2025.08.27 01:05:00;Buy;0.02;XAUUSD;3390.87;0.02;2025.08.27 01:34:00;3391.59;-0.14;;1.44
2025.08.26 23:48:00;Buy;0.02;XAUUSD;3391.43;0.02;2025.08.26 23:53:01;3393.02;-0.14;;3.18
2025.08.26 23:30:00;Buy;0.02;XAUUSD;3390.53;0.02;2025.08.26 23:45:00;3391.14;-0.14;;1.22
2025.08.26 22:54:00;Buy;0.02;XAUUSD;3390.09;0.02;2025.08.26 23:07:00;3390.59;-0.14;;1
2025.08.26 22:45:00;Buy;0.02;XAUUSD;3389.27;0.02;2025.08.26 22:48:00;3389.98;-0.14;;1.42
2025.08.26 22:30:00;Buy;0.02;XAUUSD;3388.59;0.02;2025.08.26 22:43:00;3389.27;-0.14;;1.3599999999999999
2025.08.26 22:30:00;Buy;0.02;XAUUSD;3388.59;0.02;2025.08.26 22:43:00;3389.3;-0.14;;1.42
2025.08.22 22:00:00;Buy;0.02;XAUUSD;3373;0.02;2025.08.22 22:54:00;3371.66;-0.14;;-2.68
2025.08.22 22:25:00;Buy;0.02;XAUUSD;3369.75;0.02;2025.08.22 22:54:00;3371.68;-0.14;;3.86
2025.08.22 22:11:00;Buy;0.02;XAUUSD;3371.39;0.02;2025.08.22 22:54:00;3371.74;-0.14;;0.7
2025.08.22 19:54:00;Buy;0.02;XAUUSD;3369.4;0.02;2025.08.22 20:01:00;3371.57;-0.14;;4.34
2025.08.22 19:45:00;Buy;0.02;XAUUSD;3371.02;0.02;2025.08.22 20:01:00;3371.55;-0.14;;1.06
2025.08.22 19:30:00;Buy;0.02;XAUUSD;3369.03;0.02;2025.08.22 19:31:00;3370.52;-0.14;;2.98
2025.08.22 19:15:00;Buy;0.02;XAUUSD;3371.64;0.02;2025.08.22 19:17:00;3372.7;-0.14;;2.12
2025.08.22 19:00:00;Buy;0.02;XAUUSD;3368.17;0.02;2025.08.22 19:01:00;3369.49;-0.14;;2.64
2025.08.20 23:36:00;Buy;0.02;XAUUSD;3348.7;0.02;2025.08.21 01:02:00;3350.53;-0.14;-3.17;3.66
2025.08.20 22:54:00;Buy;0.02;XAUUSD;3348.72;0.02;2025.08.20 23:31:00;3349.08;-0.14;;0.72
2025.08.20 19:45:00;Buy;0.02;XAUUSD;3345.78;0.02;2025.08.20 20:50:00;3346.4;-0.14;;1.24
2025.08.20 19:30:00;Buy;0.02;XAUUSD;3343.9;0.02;2025.08.20 19:33:00;3344.45;-0.14;;1.1
2025.08.20 19:15:00;Buy;0.02;XAUUSD;3343.46;0.02;2025.08.20 19:17:00;3344.5;-0.14;;2.08
2025.08.20 19:00:00;Buy;0.02;XAUUSD;3341.02;0.02;2025.08.20 19:02:00;3342.58;-0.14;;3.12
2025.08.14 03:45:00;Buy;0.02;XAUUSD;3371.3;0.02;2025.08.14 03:46:00;3371.77;-0.14;;0.94
2025.08.04 03:24:00;Buy;0.01;XAUUSD;3355.39;0.01;2025.08.04 05:27:01;3355.16;-0.08;;-0.23
2025.08.04 03:04:00;Buy;0.01;XAUUSD;3356.93;0.01;2025.08.04 05:27:01;3355.05;-0.08;;-1.88
2025.08.04 03:02:00;Buy;0.01;XAUUSD;3360.4;0.01;2025.08.04 05:27:01;3355.07;-0.08;;-5.33
2025.08.04 03:00:00;Buy;0.01;XAUUSD;3362.27;0.01;2025.08.04 05:27:00;3355.15;-0.08;;-7.12
2025.08.04 04:24:00;Buy;0.01;XAUUSD;3347.24;0.01;2025.08.04 05:27:00;3355.17;-0.08;;7.93
2025.08.04 04:21:00;Buy;0.01;XAUUSD;3349.04;0.01;2025.08.04 05:27:00;3355.22;-0.08;;6.18
2025.08.04 03:58:00;Buy;0.01;XAUUSD;3351.16;0.01;2025.08.04 05:27:00;3354.96;-0.08;;3.8
2025.08.04 03:42:00;Buy;0.01;XAUUSD;3352.86;0.01;2025.08.04 05:27:00;3355.07;-0.08;;2.21
2025.08.01 23:36:00;Buy;0.01;XAUUSD;3361.96;0.01;2025.08.01 23:45:01;3362.44;-0.08;;0.48
2025.08.01 23:18:00;Buy;0.01;XAUUSD;3360.71;0.01;2025.08.01 23:33:00;3361.48;-0.08;;0.77
2025.08.01 19:00:00;Buy;0.01;XAUUSD;3348.77;0.01;2025.08.01 19:57:00;3347.79;-0.08;;-0.98
2025.08.01 19:21:00;Buy;0.01;XAUUSD;3342.36;0.01;2025.08.01 19:57:00;3347.57;-0.08;;5.21
2025.08.01 19:18:00;Buy;0.01;XAUUSD;3344.56;0.01;2025.08.01 19:57:00;3347.73;-0.08;;3.17
2025.08.01 19:05:00;Buy;0.01;XAUUSD;3346.31;0.01;2025.08.01 19:57:00;3347.73;-0.08;;1.42
2025.07.30 23:00:00;Sell;0.01;XAUUSD;3268.96;0.01;2025.07.30 23:28:00;3270.05;-0.08;;-1.09
2025.07.30 23:01:00;Sell;0.01;XAUUSD;3272.81;0.01;2025.07.30 23:28:00;3270.05;-0.08;;2.76
2025.07.28 19:01:10;Balance;;;;;;;;;-637
2025.07.25 22:48:00;Buy;0.01;XAUUSD;3338.2;0.01;2025.07.25 22:55:00;3338.74;-0.08;;0.54
2025.07.23 23:30:00;Sell;0.01;XAUUSD;3388.28;0.01;2025.07.23 23:58:00;3387.16;-0.08;;1.12
2025.07.22 22:48:00;Buy;0.01;XAUUSD;3432.41;0.01;2025.07.23 01:03:00;3431.33;-0.08;-0.52;-1.08
2025.07.22 23:38:00;Buy;0.01;XAUUSD;3429.08;0.01;2025.07.23 01:03:00;3431.33;-0.08;-0.52;2.25
2025.07.22 23:15:00;Buy;0.01;XAUUSD;3430.78;0.01;2025.07.23 01:03:00;3431.24;-0.08;-0.52;0.46
2025.07.22 22:00:00;Buy;0.01;XAUUSD;3429.77;0.01;2025.07.22 22:16:00;3430.31;-0.08;;0.54
2025.07.22 19:45:00;Buy;0.01;XAUUSD;3429.67;0.01;2025.07.22 19:49:00;3430.37;-0.08;;0.7
2025.07.22 19:30:00;Buy;0.01;XAUUSD;3427.93;0.01;2025.07.22 19:31:00;3428.47;-0.08;;0.54
2025.07.22 19:15:00;Buy;0.01;XAUUSD;3429.57;0.01;2025.07.22 19:26:00;3429.27;-0.08;;-0.3
2025.07.22 19:20:00;Buy;0.01;XAUUSD;3427.99;0.01;2025.07.22 19:26:00;3429.3;-0.08;;1.31
2025.07.22 19:00:00;Buy;0.01;XAUUSD;3426.82;0.01;2025.07.22 19:08:00;3427.95;-0.08;;1.13
2025.07.21 19:45:00;Buy;0.01;XAUUSD;3396.08;0.01;2025.07.21 21:09:00;3394.89;-0.08;;-1.19
2025.07.21 20:14:00;Buy;0.01;XAUUSD;3393.12;0.01;2025.07.21 21:09:00;3394.9;-0.08;;1.78
2025.07.21 19:52:00;Buy;0.01;XAUUSD;3394.54;0.01;2025.07.21 21:09:00;3395.08;-0.08;;0.54
2025.07.21 19:15:00;Buy;0.01;XAUUSD;3397.95;0.01;2025.07.21 19:36:00;3398.67;-0.08;;0.72
2025.07.21 19:00:00;Buy;0.01;XAUUSD;3398.13;0.01;2025.07.21 19:04:00;3398.54;-0.08;;0.41
2025.07.17 23:15:00;Buy;0.01;XAUUSD;3339.14;0.01;2025.07.18 01:02:00;3340.95;-0.08;-0.52;1.81
2025.07.17 22:45:00;Buy;0.01;XAUUSD;3340.66;0.01;2025.07.18 01:02:00;3340.95;-0.08;-0.52;0.29
2025.07.17 22:30:00;Buy;0.01;XAUUSD;3339.81;0.01;2025.07.17 22:35:00;3340.34;-0.08;;0.53
2025.07.17 22:15:00;Buy;0.01;XAUUSD;3339.53;0.01;2025.07.17 22:21:00;3340.04;-0.08;;0.51
2025.07.15 23:10:00;Sell;0.01;XAUUSD;3330.27;0.01;2025.07.15 23:17:00;3329.61;-0.08;;0.66
2025.07.14 04:07:01;Buy;0.01;XAUUSD;3365.6;0.01;2025.07.14 09:48:03;3363.53;-0.08;;-2.07
2025.07.14 03:51:00;Buy;0.01;XAUUSD;3367.88;0.01;2025.07.14 09:48:03;3363.53;-0.08;;-4.35
2025.07.14 03:48:00;Buy;0.01;XAUUSD;3370.49;0.01;2025.07.14 09:48:03;3363.53;-0.08;;-6.96
2025.07.14 03:45:00;Buy;0.01;XAUUSD;3372.44;0.01;2025.07.14 09:48:02;3363.53;-0.08;;-8.91
2025.07.14 05:42:01;Buy;0.01;XAUUSD;3354.39;0.01;2025.07.14 09:48:02;3363.53;-0.08;;9.14
2025.07.14 05:09:00;Buy;0.01;XAUUSD;3355.91;0.01;2025.07.14 09:48:02;3363.53;-0.08;;7.62
2025.07.14 04:48:00;Buy;0.01;XAUUSD;3357.79;0.01;2025.07.14 09:48:02;3363.47;-0.08;;5.68
2025.07.14 04:38:00;Buy;0.01;XAUUSD;3359.47;0.01;2025.07.14 09:48:01;3363.47;-0.08;;4
2025.07.14 04:27:00;Buy;0.01;XAUUSD;3361.55;0.01;2025.07.14 09:48:00;3363.47;-0.08;;1.92
2025.07.14 04:10:00;Buy;0.01;XAUUSD;3363.08;0.01;2025.07.14 09:48:00;3363.47;-0.08;;0.39
2025.07.11 03:55:00;Buy;0.01;XAUUSD;3332.46;0.01;2025.07.11 05:18:00;3332.16;-0.08;;-0.3
2025.07.11 03:47:00;Buy;0.01;XAUUSD;3334.57;0.01;2025.07.11 05:18:00;3331.86;-0.08;;-2.71
2025.07.11 03:45:00;Buy;0.01;XAUUSD;3336.14;0.01;2025.07.11 05:18:00;3331.87;-0.08;;-4.27
2025.07.11 04:10:00;Buy;0.01;XAUUSD;3327.4;0.01;2025.07.11 05:18:00;3332.16;-0.08;;4.76
2025.07.11 04:03:00;Buy;0.01;XAUUSD;3328.97;0.01;2025.07.11 05:18:00;3331.88;-0.08;;2.91
2025.07.11 04:00:00;Buy;0.01;XAUUSD;3330.6;0.01;2025.07.11 05:18:00;3332.16;-0.08;;1.56
2025.07.09 22:45:00;Buy;0.01;XAUUSD;3316;0.01;2025.07.09 22:59:00;3315.62;-0.08;;-0.38
2025.07.09 22:56:00;Buy;0.01;XAUUSD;3314.31;0.01;2025.07.09 22:59:00;3315.61;-0.08;;1.3
2025.07.09 22:29:00;Buy;0.01;XAUUSD;3314.61;0.01;2025.07.09 22:37:00;3316.49;-0.08;;1.88
2025.07.09 22:15:00;Buy;0.01;XAUUSD;3316.3;0.01;2025.07.09 22:37:00;3316.49;-0.08;;0.19
2025.07.07 23:11:00;Buy;0.01;XAUUSD;3336.63;0.01;2025.07.08 01:02:00;3340.44;-0.08;-0.52;3.81
2025.07.07 22:56:00;Buy;0.01;XAUUSD;3338.12;0.01;2025.07.08 01:02:00;3340.43;-0.08;-0.52;2.31
2025.07.07 22:45:00;Buy;0.01;XAUUSD;3339.95;0.01;2025.07.08 01:02:00;3340.41;-0.08;-0.52;0.46
2025.07.07 22:30:00;Buy;0.01;XAUUSD;3338.59;0.01;2025.07.07 22:35:00;3339.66;-0.08;;1.07
2025.07.07 22:15:00;Buy;0.01;XAUUSD;3338.28;0.01;2025.07.07 22:28:00;3338.93;-0.08;;0.65
2025.07.07 22:00:00;Buy;0.01;XAUUSD;3334.53;0.01;2025.07.07 22:01:00;3335.13;-0.08;;0.6
2025.07.02 23:12:00;Buy;0.01;XAUUSD;3359.37;0.01;2025.07.03 01:16:00;3362.33;-0.08;-1.56;2.96
2025.07.02 23:00:00;Buy;0.01;XAUUSD;3358.54;0.01;2025.07.02 23:08:00;3359.17;-0.08;;0.63
2025.07.02 22:54:00;Buy;0.01;XAUUSD;3357.82;0.01;2025.07.02 22:57:00;3358.66;-0.08;;0.84
2025.07.02 22:06:00;Buy;0.01;XAUUSD;3356.5;0.01;2025.07.02 22:53:00;3357.53;-0.08;;1.03
2025.07.02 22:00:00;Buy;0.01;XAUUSD;3355.11;0.01;2025.07.02 22:04:00;3355.72;-0.08;;0.61
2025.06.30 23:30:00;Buy;0.01;XAUUSD;3307.07;0.01;2025.07.01 01:26:01;3306.77;-0.08;-0.52;-0.3
2025.06.30 23:00:00;Buy;0.01;XAUUSD;3308.91;0.01;2025.07.01 01:26:00;3306.72;-0.08;-0.52;-2.19
2025.07.01 01:02:00;Buy;0.01;XAUUSD;3303.21;0.01;2025.07.01 01:26:00;3306.73;-0.08;;3.52
2025.06.30 23:35:00;Buy;0.01;XAUUSD;3305.36;0.01;2025.07.01 01:26:00;3306.87;-0.08;-0.52;1.51
2025.06.30 22:54:00;Buy;0.01;XAUUSD;3307;0.01;2025.06.30 22:55:00;3307.56;-0.08;;0.56
2025.06.30 22:36:00;Buy;0.01;XAUUSD;3307.71;0.01;2025.06.30 22:52:00;3307.49;-0.08;;-0.22
2025.06.30 22:45:00;Buy;0.01;XAUUSD;3306.1;0.01;2025.06.30 22:52:00;3307.49;-0.08;;1.3900000000000001
2025.06.30 22:30:00;Buy;0.01;XAUUSD;3306.34;0.01;2025.06.30 22:35:00;3306.88;-0.08;;0.54
2025.06.30 22:30:00;Buy;0.01;XAUUSD;3306.2;0.01;2025.06.30 22:33:00;3306.66;-0.08;;0.46
2025.06.30 22:24:00;Buy;0.01;XAUUSD;3305.37;0.01;2025.06.30 22:28:00;3306.84;-0.08;;1.47
2025.06.30 22:18:00;Buy;0.01;XAUUSD;3304.11;0.01;2025.06.30 22:19:00;3306.44;-0.08;;2.33
2025.06.30 22:15:00;Buy;0.01;XAUUSD;3303.31;0.01;2025.06.30 22:17:00;3303.82;-0.08;;0.51
2025.06.26 03:00:00;Buy;0.01;XAUUSD;3339.31;0.01;2025.06.26 04:09:01;3335.89;-0.08;;-3.42
2025.06.26 04:01:00;Buy;0.01;XAUUSD;3332.42;0.01;2025.06.26 04:09:01;3335.89;-0.08;;3.4699999999999998
2025.06.26 03:28:00;Buy;0.01;XAUUSD;3333.85;0.01;2025.06.26 04:09:01;3335.9;-0.08;;2.05
2025.06.26 03:02:00;Buy;0.01;XAUUSD;3335.48;0.01;2025.06.26 04:09:01;3335.9;-0.08;;0.42
2025.06.25 03:00:00;Buy;0.01;XAUUSD;3324.08;0.01;2025.06.25 03:01:02;3325.13;-0.08;;1.05
2025.06.24 22:48:00;Buy;0.01;XAUUSD;3323.96;0.01;2025.06.25 02:20:00;3323.86;-0.08;-0.52;-0.1
2025.06.25 01:08:00;Buy;0.01;XAUUSD;3322.53;0.01;2025.06.25 02:20:00;3323.86;-0.08;;1.33
2025.06.20 22:35:00;Buy;0.01;XAUUSD;3368.34;0.01;2025.06.20 23:22:00;3368.24;-0.08;;-0.1
2025.06.20 22:15:00;Buy;0.01;XAUUSD;3370.37;0.01;2025.06.20 23:22:00;3368.24;-0.08;;-2.13
2025.06.20 22:49:00;Buy;0.01;XAUUSD;3365.06;0.01;2025.06.20 23:22:00;3368.24;-0.08;;3.18
2025.06.20 22:41:00;Buy;0.01;XAUUSD;3366.52;0.01;2025.06.20 23:22:00;3368.13;-0.08;;1.6099999999999999
2025.06.20 20:18:00;Buy;0.01;XAUUSD;3370.16;0.01;2025.06.20 22:10:00;3369.96;-0.08;;-0.2
2025.06.20 19:49:00;Buy;0.01;XAUUSD;3371.75;0.01;2025.06.20 22:10:00;3369.96;-0.08;;-1.79
2025.06.20 19:45:00;Buy;0.01;XAUUSD;3373.27;0.01;2025.06.20 22:10:00;3369.96;-0.08;;-3.31
2025.06.20 21:19:00;Buy;0.01;XAUUSD;3365.07;0.01;2025.06.20 22:10:00;3369.96;-0.08;;4.89
2025.06.20 20:57:00;Buy;0.01;XAUUSD;3366.84;0.01;2025.06.20 22:10:00;3369.96;-0.08;;3.12
2025.06.20 20:35:00;Buy;0.01;XAUUSD;3368.36;0.01;2025.06.20 22:10:00;3369.96;-0.08;;1.6
2025.06.20 19:30:00;Buy;0.01;XAUUSD;3369.72;0.01;2025.06.20 19:35:00;3370.88;-0.08;;1.16
2025.06.16 23:20:01;Sell;0.01;XAUUSD;3384.82;0.01;2025.06.16 23:44:00;3384.32;-0.08;;0.5
2025.06.16 23:10:00;Sell;0.01;XAUUSD;3384.3;0.01;2025.06.16 23:13:00;3383.84;-0.08;;0.46
2025.06.13 03:45:00;Buy;0.02;XAUUSD;3406.79;0.02;2025.06.13 03:46:00;3407.77;-0.14;;1.96
2025.06.12 03:45:00;Buy;0.02;XAUUSD;3367.21;0.02;2025.06.12 03:47:00;3370.16;-0.14;;5.9
2025.06.12 03:30:00;Buy;0.02;XAUUSD;3367.5;0.02;2025.06.12 03:40:00;3369.4;-0.14;;3.8
2025.06.12 03:15:00;Buy;0.02;XAUUSD;3365.33;0.02;2025.06.12 03:20:00;3366.82;-0.14;;2.98
2025.06.12 03:00:00;Buy;0.02;XAUUSD;3365.96;0.02;2025.06.12 03:01:00;3366.31;-0.14;;0.7
2025.06.11 23:36:00;Buy;0.02;XAUUSD;3355.17;0.02;2025.06.11 23:57:00;3354.66;-0.14;;-1.02
2025.06.11 23:38:00;Buy;0.02;XAUUSD;3352.57;0.02;2025.06.11 23:57:00;3354.66;-0.14;;4.18
2025.06.11 23:30:00;Buy;0.02;XAUUSD;3353.1;0.02;2025.06.11 23:35:00;3353.54;-0.14;;0.88
2025.06.06 23:20:01;Sell;0.02;XAUUSD;3309.78;0.02;2025.06.09 01:42:00;3312.51;-0.14;0.55;-5.46
2025.06.09 01:02:00;Sell;0.02;XAUUSD;3317.95;0.02;2025.06.09 01:42:00;3312.32;-0.14;;11.26
2025.06.04 22:00:00;Buy;0.02;XAUUSD;3376.27;0.02;2025.06.04 23:36:01;3374.87;-0.14;;-2.8
2025.06.04 22:21:00;Buy;0.02;XAUUSD;3372.19;0.02;2025.06.04 23:36:00;3374.87;-0.14;;5.36
2025.06.04 22:05:00;Buy;0.02;XAUUSD;3374.5;0.02;2025.06.04 23:36:00;3374.87;-0.14;;0.74
2025.06.02 22:54:00;Buy;0.02;XAUUSD;3382.33;0.02;2025.06.02 23:18:01;3381.41;-0.14;;-1.8399999999999999
2025.06.02 23:07:00;Buy;0.02;XAUUSD;3378.88;0.02;2025.06.02 23:18:00;3381.43;-0.14;;5.1
2025.06.02 23:02:00;Buy;0.02;XAUUSD;3380.71;0.02;2025.06.02 23:18:00;3381.43;-0.14;;1.44
2025.06.02 22:45:00;Buy;0.02;XAUUSD;3380.69;0.02;2025.06.02 22:53:00;3382.16;-0.14;;2.94
